label,text
real,doctors are eager to find ways to prevent asthma a chronic disease that causes wheezing coughing and breathing trouble and that sends many families to the emergency room again and again the incidence has more than doubled in developed countries in recent decades more than six million children in the united states have asthma according to the centers for disease control and prevention as do more than 330 million children and adults worldwide according to the global asthma network dr bisgaard said it was not possible to tell from the study whether pregnant women could benefit from simply eating more fish pregnant women are generally advised to limit their consumption of certain types of fish like swordfish and tuna because they contain mercury but many other types are considered safe especially smaller fish like sardines that are not at the top of the food chain and therefore not likely to accumulate mercury and other contaminants from eating other fish the results were published in the new england journal of medicine the scientists bought fish oil from a company that makes it but they said the company had no role in the study the research was paid for by the danish government and private foundations an editorial in the same journal by an expert who was not part of the study praised the research saying it was well designed and carefully performed the author of that editorial dr christopher e ramsden from the national institutes of health said the findings would help doctors develop a precision medicine approach in which fishoil treatment could be tailored to women who are most likely to benefit taking fish oil during pregnancy is found to lower childs asthma risk
real,en espaol by steven reinberg healthday reporter tuesday dec 27 2016 healthday news heart failure patients have weakened hearts but researchers say an experimental drug used for the first time in humans may repair heart cells and improve heart function according to the results of a small phase 1 trial a single intravenous infusion of the drug cimaglermin was safe and at high doses improved heart function for at least three months right now we have many therapies that we use for heart failure and these patients in the study were on all of those therapies and still had significant heart dysfunction said lead researcher dr daniel lenihan hes a professor of medicine and director of vanderbilt universitys heart clinical research program in nashville people with heart failure often take a combination of drugs lenihan said these include medications to lower blood pressure and diuretics to help remove excess fluid that builds up as a result of the hearts labored pumping ability in addition some people have implanted defibrillators or pacemakers even with all these options the death rate among these patients is unacceptably high lenihan said heart failure a condition where the heart cant pump enough blood to meet the bodys needs is among the leading causes of death worldwide a significant number of heart failure patients dont respond well to current treatments particularly those patients whose left lower heart chamber which pumps blood into the arteries is weak lenihan said cimaglermin acts as a growth factor for the heart helping it repair itself following injury lenihan said specifically it binds to the her2 and her4 receptors on the surface of heart cells that are important for cellular repair and survival he explained researchers have tried using stem cells to repair heart muscle in much the same way he said but these efforts have not been effective you dont see any sustained effect he added a phase 1 trial like this one is designed to see if a new drug is safe not to test its effectiveness before cimaglermin could be used to treat patients it must prove its worth in a series of progressively larger and challenging trials and then be approved by the us food and drug administration the process can take several years based on these preliminary findings larger trials are being planned lenihan said this drug although still in an experimental phase might be an important way to improve heart function in patients with heart failure he said for the study lenihan and his colleagues randomly assigned 40 patients to get an infusion of cimaglermin or a placebo compared with patients who received a placebo patients given a high dose of cimaglermin had a sustained increase in the hearts ability to pump blood the improvement lasted 90 days with the maximum increase in heart function reached in 28 days the researchers found the most common side effects were headache and nausea directly after receiving the drug one patient who received the highest dose of cimaglermin developed abnormal liver function which cleared up over a twoweek period lenihan said the study was funded by acorda therapeutics the maker of cimaglermin and the report was published online dec 26 in the journal jacc basic to translational science dr nanette bishopric is a professor of medicine at the university of miami miller school of medicine and the author of an accompanying journal editorial there havent been breakthrough treatments for heart failure for a long time she said cimaglermin however may be such a drug she said its a remarkable thing that you could give a drug once and have it affect heart function three months later its really extraordinary she said every drug currently used to treat heart failure has to be given daily or several times a day to get it to work bishopric said and when you stop taking it it stops working she said despite the encouraging results of this first trial a lot more testing will be needed before cimaglermin can be considered a standard treatment for heart failure bishopric said these findings need to be replicated in larger trials and you have to be able to predict whether improved heart function from cimaglermin will help people live longer and feel better she noted more information for more on heart failure visit the american heart association heart failure drug shows promise in first human trial
real,when teens want to sleep in on a school day theyre not being lazy for one teens need more sleep than adults about eight or nine hours a night compared with about the six or seven their parents require teens biologically really do crave sleep which is a problem when it comes to education most high schools start before 8 am to help parents get to work by 9 am early school start times also give kids more time for afterschool activities like sports or theater but that has consequences around 69 percent of high school students get less than eight hours of sleep on a school night according to the centers for disease control and prevention which puts these teens at risk of negative impacts on health there may be a simple fix start schools at a later time this is a solution supported by both the america medical association and the american academy of pediatrics the ama urges schools to start no earlier than 830 am in 2014 the academy of pediatrics wrote that the urgency and the magnitude of the problem of sleep loss in adolescents warranted big changes in school start times but its not a foregone conclusion that later start times will ensure teens sleep more later start times could lead teens to go to bed even later or parents might still wake them up early when it made its recommendation the academy of pediatrics admitted it is clear that additional research is needed to further document the effects of changes in school start times over time well theres some new but still incomplete evidence that later start times do help teens get more sleep a new metaanalysis in the journal of clinical sleep medicine analyzed 18 studies on start times it finds that when school starts up to an hour later students typically do get around 19 minutes more sleep on average when start times are delayed more than an hour that average increases to 53 minutes of extra sleep the study also found some preliminary evidence that later school start times were associated with better mental health outcomes only five of the 18 studies included these measures but in two of them later start time was associated with better selfreported feelings of depression and irritability more work needs to be done to confirm these findings but even if later school start times only improve sleep time thats a positive step for public health because if later school start times can truly help students sleep better the research suggests that better sleep would lead to major improvements to their health and wellbeing teens tend to be night owls and forcing them to be early birds can mess with their health teens tend to go to sleep a bit later and wake up a bit later than the average adult something called a delayed sleep phase for most teens it means their whole biological clock is shifted and if they wake up too early their body will be out of sync with the rest of the world every neurotransmitter hormone and chemical in the body cycles with the daily rhythm philip gehrman a sleep researcher and clinician at the university of pennsylvania told me earlier in the year when your body clock is off from societys scientists call it social jet lag and like the jet lag from a long journey it messes with your body studies of adults find that social jet lag is associated with higher bmi insulin resistance depression and a higher likelihood to engage in dangerous behaviors like smoking and the group of people most at risk for social jet lag teens in a tightly controlled lab study 24 healthy adult participants who had their sleep shifted by one hour each day simulating jet lag started to look prediabetic after a threeweek trial their resting metabolic rates dropped 8 percent assuming no changes in activity or food intake that would translate into 125 pounds increase in weight over a single year the study published in science translational medicine in 2012 concluded read more people with a lot of social jet lag also tend to get fewer hours of sleep which exacerbates these same health problems on top of that short sleep reduces powers of perception concentration and judgment theres some evidence that when students sleep better they perform better in school as well a lot of the studies on social jet lag and short sleep use adults as their participants but as the american academy of pediatrics reports studies do also find an association between short sleep and obesity in adolescents delaying school start times is easier said than done as voxs libby nelson has reported very few schools have actually adopted this reform this map which reflects the most recent cdc data available shows that across the country schools still start very early there are some understandable reasons why nelson writes the problem is usually logistics students of all ages usually share the same fleet of buses high school students get the first shift and the buses circle back to pick up their younger siblings later in the morning most districts dont want elementary school students to have to wait in the dark for buses early in the morning nor do they want to pay for a separate fleet of school buses for elementary and middle school kids breaking with tradition turns out to be costly and even though the evidence is mostly in favor of increasing school start times it isnt a slam dunk quite yet there are some limitations to mention about the new metaanalysis the studies mostly used selfreported measures of sleep duration more objective measures like those obtained from fitbitlike wristbands are more accurate and many of the studies were short in duration comparing sleep duration in snapshots before and after a school made a switch more data would show whether the impact of school start time on sleep waned or improved over time the aggregated quality of the evidence the study reports is only moderate the researchers also found no effect on academic performance furthermore two of the studies found evidence that earlier start times were associated with increased vehicle accidents involving the teens being tired in the morning can be a dangerous distraction while on the road in all the researchers call for more rigorous data on the topic as schools change their start times they write researchers should sweep in to collect information on students sleep in a standardized way regardless its a promising area for study because if later school start times can truly help students sleep better the research suggests that better sleep would lead to major improvements to their health and wellbeing starting school later might really help sleepdeprived teens
real,by andrew m seaman melanoma survivors may want to enlist partners to help search their bodies for suspicious looking moles according to new research the researchers previously found that skin cancer survivors and their partners could be trained to spot potentially cancerous moles by doing skin exams the new report shows that during the two years those same people had increasing confidence in their skills with no increase in embarrassment or discomfort there was concern that they might be embarrassed by examining areas of the body that arent normally seen close up said lead author dr june robinson of northwestern university feinberg school of medicine in chicago melanoma survivors were previously told to use mirrors to check inaccessible areas of their bodies she told reuters health for example men cant see the top of their bald heads or the back of their necks or ears robinson said the new study focused on 395 pairs of melanoma survivors who had received training in skin exams in the original study the participants attended booster training sessions and completed surveys every four months for the next two years overall the trained group found 51 early melanomas during the study compared to 18 melanomas found by a comparison group of patients and partners who didnt receive training among people who received the skin exam training the researchers found a steep increase in their confidence at performing skin exams between the start of the study and four months later their confidence level goes up and plateaus at eight to 12 months and it doesnt go down said robinson the exams didnt become more embarrassing or less comfortable either the new results show people can ask friends or relatives to help examine their bodies for suspicious moles said robinson thats a simple enough statement and people are not put off by that she said bringing this program into the mainstream presents some challenges however each person in the study was trained on how to find melanoma and attended booster sessions every four months we are now trying to see if people can learn perform and have continuing confidence without the physician reinforcement said robinson for now she said people can go to the american academy of dermatologys website to learn the steps known as the abcdes of finding melanoma bitly2h9zl0y melanoma survivors friends can help spot new moles
real,know your value cuddling preemies kangaroo style helps into adulthood
real,pets help people manage the pain of serious mental illness enlarge this image toggle caption gary john normangetty images gary john normangetty images any pet owner will tell you that their animal companions comfort and sustain them when life gets rough this may be especially true for people with serious mental illness a study finds when people with schizophrenia or bipolar disorder were asked who or what helped them manage the condition many said it was pets that helped the most when im feeling really low they are wonderful because they wont leave my side for two days one study participant with two dogs and two cats they just stay with me until i am ready to come out of it another person said of their pet birds if i didnt have my pets i think i would be on my own you know what i mean so its its nice to come home and you know listen to the birds singing and that you know many people with serious mental illness live at home and have limited contact with the health care system says helen brooks a mental health researcher at university of manchester in the united kingdom and the lead author on the study which was published friday in the journal bmc psychiatry so theyre doing a lot of the work of managing their conditions brooks says many felt deep emotional connections with their pet that werent available from friends and family brooks and her colleagues interviewed 54 people with serious longterm mental illnesses twentyfive of them considered their pets to be a part of their social network the scientists asked who they went to when they needed help or advice where they gained emotional support and encouragement and how they spent their days the participants were then given a diagram with three consecutive circles radiating out from a square representing the participant they were asked to write the people places and things that gave them support into the circles with the circles closest to the center being the most important sixty percent of the people who considered pets to be a part of their social networks placed them in the central most important circle the same place many people put close family and social workers 20 percent placed pets in the second circle enlarge this image toggle caption helen brooksuniversity of manchester helen brooksuniversity of manchester the interviews with participants are poignant and reveal the struggle and isolation that can come with mental illness i think its really hard when you havent had a mental illness to know what the actual experience is like said one participant theres like a chasm deep chasm between us other people are on one side of it and were on the other side of it were sending smoke signals to each other to try and understand each other but we dont always we dont always understand people with mental illnesses often see their social groups shrink and find themselves alienated from their friends for many of these people says brooks animals can break through the isolation they give affection without needing to understand the disorder pets dont look at the scars on your arms one participant said they dont question where youve been the pets provided more than just emotional support and companionship participants said the animals also could distract them from their illness even from severe psychosis one study participant placed birds in his closest social circle when he was hearing voices he said that they help me in the sense you know im not thinking about the voices im just thinking of when i hear the birds singing another participant said that merely seeing a hamster climbing the bars on the cage and acting cute helped with some difficult situations and having to take care of pets keeps people from withdrawing from the world they force me the cats force me to sort of still be involved said one participant another said that walking the dog helped them get out of the house and with people that surprised me you know the amount of people that stop and talk to him and that yeah it cheers me up with him i havent got much in my life but hes quite good yeah the routine these pets provide is really important for people says brooks getting up in the morning to feed them and groom them and walk them giving them structure and a sense of purpose that they wont otherwise have many of the study participants are unemployed because of their illness she notes having a pet that was well taken care of was a source of pride for them mark longsjo the program director of adult services at mclean southeast an inpatient mental facility in middleborough mass says that the interviews in the study reflect his professional experiences we have so many patients come through and we always ask them about their support system sometimes its family members sometimes its friends but its very common to hear about pets when he does patient intake surveys longsjo says that he includes pets in their risk assessments patients with pets often say the animals help keep them from following through on suicidal thinking because they know their pets depend on them the social workers at mclean also incorporate pets into their aftercare planning encouraging patients to make walking and grooming their pets a part of their routine i think theres significant value in considering the common everyday pet to be as important as the relationships one has with ones family in the course of their treatment says longsjo he feels this study is important because although theres a lot of work looking at the benefits of trained therapy animals they can be expensive and out of the reach of many patients brooks hopes that more health workers will consider incorporating pets into care plans for people with mental illness many of her participants said that sometimes it felt like their pets could sense when they needed help the most and were able to provide it just like the owners took care of them as one person in the study said when he comes up and sits beside you on a night its different you know its just like he needs me as much as i need him pets help people manage the pain of serious mental illness
real,why biogen is breathing a sigh of relief with the latest alzheimers data we already know eli lillys big bet on alzheimers disease didnt work but a deep dive into just how it failed has provided a bit of encouragement to biogen biib and the many companies still hoping to succeed where their rival fell short lillys treatment solanezumab had no significant effect on the buildup of toxic brain plaques believed by many to be responsible for alzheimers neurondestroying effects the company had already disclosed that the treatment failed to improve patients cognition and function but the new data released thursday night shed some important light on the underlying biology why biogen is breathing a sigh of relief with the latest alzheimers data
real,having an optimistic outlook on life may do more than just boost your mood it may actually help you live longer according to new research from the harvard th chan school of public health the study published in the american journal of epidemiology found that women who were optimistic had a significantly lower risk of dying from several major diseases including cancer heart disease stroke and respiratory disease compared to other women whose outlook on life was less positive optimism in prior research has been shown to be related to better health behaviors and better health outcomes particularly in cardiovascular disease postdoctoral research fellow kaitlin hagan colead author of the study told cbs news so in our study we wanted to expand that and look at allcause mortality and be able to see whether optimism improves other health behaviors that then affects mortality or whether theres an independent effect of optimism on mortality for the study the researchers analyzed data on from 2004 to 2012 on 70000 women who participated in the nurses health study a longrunning research project tracking womens health via surveys every two years to measure levels of optimism participants were asked to use a fivepoint scale to either agree or disagree with six statements such as in uncertain times i usually expect the best the results showed that the most optimistic women those in the top 25 percent had a nearly 30 percent lower risk of dying from any of the diseases analyzed in the study when compared to the least optimistic participants in the lowest 25 percent specifically the researchers found that the most optimistic women had a 16 percent lower risk of dying from cancer a 38 percent lower risk of dying from heart disease a 39 percent lower risk of dying from stroke a 38 percent lower risk of dying from respiratory disease the researchers controlled for a number of factors that could have had an impact on lifespan including marital status education level and other socioeconomic factors while the study is observational and cannot prove a causeandeffect relationship between optimism and a longer life the researchers have some theories for what might be behind the connection its a combination hagan said if youre more optimistic you tend to have healthier behaviors optimistic people are likely to have better diets theyre exercising more and theyre getting better sleep however even after the researchers accounted for these factors the results still suggest that optimism itself is linked to a longer life so it could be that optimism directly impacts our biological functioning hagan said optimism is linked with lower inflammation and healthier biomarker levels and lipid levels so there could be an independent effect on optimism she said her team plans to focus more on the potential impact of optimism on biological functioning in future research the authors point out that since the study was only done in women who were mainly white the results might not be generalizable to other populations however they note there is no clear basis for believing that the effects of optimism on health differ by sex or race finally the researchers emphasize that while some people may think theyre just not optimistic it is something that is modifiable they suggested a number of steps people can take to improve their level of optimism one is called best possible self eric kim who also coled the study told cbs news so you think about your different domains of life whether its your personal relationship your spouse your career your friendships and in each of those domains you think about the best possible outcome hagan had some suggestions too simple things like thinking about what youre grateful for every day or writing down what things make you happy or what things youre looking forward to can help someone to increase their optimism which can improve health outcomes as weve seen here she said how optimism may help you live longer
real,about one in three couples struggling with infertility can trace their issues to poor quality semen and men are given all kinds of advice about ways to produce healthier sperm among the most dispensed eat a healthy diet keep a healthy weight avoid alcohol and tobacco and stay away from certain medications such as blood pressure and depression drugs now researchers publishing in the journal reproduction have found that another lifestyle changeexercisemay also help improve sperm quality in the study behzad maleki at justusliebig university in germany and his colleagues recruited 280 sedentary middleaged men and randomly assigned them to one of three exercise regimens or to no exercise and followed them for six months they wanted to see what effect different types of exercise and different intensity activity had on sperm quality and count one group exercised at moderate levels continuously by walking or jogging on a treadmill while another followed the same protocol but at a higher intensity another group did high intensity exercise on the treadmill but in short interval bouts compared to the control group that didnt exercise all of the men who followed a physical activity program showed improvements in a variety of measures of their sperm after six months they showed less dna damage healthier sperm shape and lower levels of metabolic stress factors they also showed higher numbers of sperm precursors health newsletter get the latest health and science news plus burning questions and expert tips view sample sign up now this fits reasonably well with what we thought about the effects of exercise says dr peter schlegel vice president of the american society of reproductive medicine and chairman of urology at new york presbyterianweill cornell medical center but this is a much better done study than almost anything thats been done before on the subject he notes that most previous studies did not randomly assign people to exercise groups and compare the outcome on sperm quality but rather recorded sperm measures among men who reported their exercise habits after the fact in the current study the men in the moderate intensity continuous activity program showed the most improvements compared to men in the other two more intense groups while its not entirely clear why part of the reason may have to do with the fact that extreme exercise generates body heat which can be detrimental to sperm health for marathoners and people training at intense levels finding ways to dissipate body heat is a major concern schlegel also says that regular exercise can improve circulation and make the blood vessels healthier which may benefit the testes an organ thats sensitive to and requires good blood flow get the brief sign up to receive the top stories you need to know right now choose your country united states of america afghanistan albania algeria american samoa andorra angola anguilla antigua and barbuda argentina armenia aruba australia austria azerbaijan bahamas bahrain bangladesh barbados belarus belgium belize benin bermuda bhutan bolivia bosnia and herzegovina botswana brazil brunei darussalam bulgaria burkina faso burundi cambodia cameroon canada cape verde cayman islands central african republic chad chile china colombia comoros congo congo democratic republic of cook islands costa rica cote divoire croatia cuba cyprus czech republic denmark djibouti dominica dominican republic ecuador egypt el salvador equatorial guinea eritrea estonia ethiopia faeroe islands falkland islands malvinas fiji finland france french guiana french polynesia gabon gambia georgia germany ghana gibraltar greece greenland grenada guadeloupe guam guatemala guinea guineabissau guyana haiti holy see honduras hong kong hungary iceland india indonesia iran iraq ireland israel italy jamaica japan jordan kazakhstan kenya kiribati korea kuwait kyrgyzstan laos latvia lebanon lesotho liberia libyan arab jamahiriya liechtenstein lithuania luxembourg macao macedonia madagascar malawi malaysia maldives mali malta marshall islands martinique mauritania mauritius mayotte mexico micronesia monaco mongolia montserrat morocco mozambique myanmar namibia nauru nepal netherlands netherlands antilles new caledonia new zealand nicaragua niger nigeria niue norfolk island northern mariana islands norway oman pakistan palau palestinian territory occupied panama papua new guinea paraguay peru philippines pitcairn poland portugal puerto rico qatar republic of korea republic of moldova reunion romania russian federation rwanda saint helena saint kitts and nevis saint lucia saint pierre and miquelon saint vincent and the grenadines samoa san marino sao tome and principe saudi arabia senegal serbia and montenegro seychelles sierra leone singapore slovakia slovenia solomon islands somalia south africa spain sri lanka sudan suriname svalbard and jan mayen islands swaziland sweden switzerland syrian arab republic taiwan tajikistan tanzania united republic of thailand timorleste togo tokelau tonga trinidad and tobago tunisia turkey turkmenistan turks and caicos islands tuvalu uganda ukraine united arab emirates united kingdom virgin islands us virgin islands british uruguay uzbekistan vanuatu venezuela viet nam wallis and futuna islands western sahara yemen zambia zimbabwe please enter a valid email address please select your country i can confirm i have read and accept the terms of use please check to proceed sign up now you may unsubscribe from email communication at any time see our privacy policy for further details thank you for your security weve sent a confirmation email to the address you entered click the link to confirm your subscription and begin receiving our newsletters if you dont get the confirmation within 10 minutes please check your spam folder exercise may also be working in other ways to enhance reproductive health since all of the men who exercised lost weight reduced their amount of body fat and improved their fitness levels fat tissue has been linked to higher levels of damaging metabolic stress compounds so losing weight and becoming more fit may create more hospitable conditions for sperm and improve its quality and volume there are already plenty of reasons to exercise and now better quality sperm is one more worth noting contact us at editors com exercise may be the key to better sperm
real,reuters health exhausted shift workers may be safer driving home at night when theyre exposed to bright light before they hit the road a small study suggests to test the effect of light therapy on driving researchers did a series of three experiments with 19 adults in two scenarios participants spent a night being sleepdeprived in a lab and then spent 45 minutes in dim or bright light before a driving test for a third test people got a good nights sleep at home and then went to the lab for 45 minutes of bright light exposure before a driving test after sleep deprivation in the lab five people exposed to dim light therapy got in car accidents during the driving simulations none of the people who slept at home crashed and neither did any of the sleepdeprived people who got bright light therapy before getting behind the wheel the study found we experience severe sleepiness toward the end of the night shift and this may overlap with our commute time said senior study author dr ralph mistlberger of simon fraser university in british columbia canada sleep deprivation makes this worse of course and together with the clock this conspires to impair our ability to sustain attention to task eg driving and avoid distraction and react quickly to external stimuli like traffic lights brake lights in front of you road signs etc mistlberger added by email bright light is alerting mistlberger said sleepiness is a leading risk factor for automobile accidents because it can make drivers less vigilant slow reaction times and dull cognitive abilities researchers note in sleep medicine shift workers with chronic sleep deprivation also face an increased risk of accidents strategies like drinking coffee or soda napping before a drive or blasting music or rolling down the windows in the car may help increase alertness behind the wheel but none of these strategies is foolproof for the current study researchers wanted to see if bright light might help reduce driving impairments related to sleep deprivation they found participants had lower body temperatures after spending a sleepdeprived night in the lab as well as longer reaction times and increased sleepiness exposure to bright light didnt appear to improve reaction times or sleepiness but light was associated with better driving beyond its small size other limitations of the study include the reliance on lab conditions for sleep deprivation and light exposure which may not match what shift workers would experience on the job the authors note there is evidence that the use of bright light at the office or even at home directly prior to beginning the work shift may be beneficial in preventing sleep deprivationrelated motor vehicle collisions said russell griffin a researcher at the university of alabama at birmingham who wasnt involved in the study that said there is not enough evidence to date to fully suggest the use of bright light therapy to avoid collision griffin added by email the proven way to avoid the effects of sleepiness on the road is to consistently get enough sleep said dr flaura koplin winston a researcher at the university of pennsylvania and the childrens hospital of philadelphia who wasnt involved in the study drowsy driving is perhaps the most underrecognized cause of serious crashes and sadly the evidence is not there on how to counter it winston said by email more research is needed on the potential of bright light therapy to make exhausted drivers safer said dr donald redelmeier a researcher at the university of toronto who wasnt involved in the study but there are still things drivers can do now to stay safer on the road safety strategies while driving can include minimizing distractions stopping at stop signs respecting speed limits yielding rightofway buckling a seatbelt signaling all turns and not driving after drinking alcohol redelmeier said source bitly2ghlalo sleep medicine online november 16 2016 driving home from night shift may be safer with light therapy
real,in findings that could pry open a door closed for nearly half a century researchers have found that psilocybin a hallucinogen long used in traditional healing rituals eases the depression and soothes the anxiety of patients contending with serious illness and the prospect of imminent death in two separate studies published thursday researchers report that trial subjects who received a single moderatetolarge dose of psilocybin got substantial and lasting relief from their profound distress among 80 cancer patients who participated in the two trials as many as 4 in 5 continued to feel measurably less hopeless and demoralized six months after taking the drug than they had upon their recruitment and even years later many reported they had gained and retained a profound sense of peace and meaning from the experience of 29 cancer patients who got psilocybin in a trial conducted at new york universitys langone medical center 20 rated it as among the most meaningful events of their life this drug saved my life and changed my life said dinah bazer a brooklyn ny woman who was administered a single dose of psilocybin at a new york treatment center in 2011 advertisement in the wake of treatment for ovarian cancer bazer said her anxiety at the prospect of its return was eating her alive under the influence of a single high dose of psilocybin bazer said wednesday she became volcanically angry as she visualized her cancer as a dark mass bearing down on her with an epithet she then saw herself throwing it off i was bathed in gods love for hours after that said bazer who describes herself as an atheist when the psilocybins hallucinatory effects wore off she said two years of intense anxiety were simply gone this is a groundbreaking result said dr george greer medical director of the heffter research institute the nonprofit organization that funded the two trials greer suggested that the existential anxiety of the terminally ill is only one of many conditions that psilocybin may one day treat others may include treatmentresistant depression addiction to cocaine alcohol or tobacco obsessivecompulsive disorder and demoralization in longterm survivors of hiv he said advertisement johns hopkins university psychiatrist dr roland r griffiths the lead author of one of the two studies said the enduring relief provided by a single dose of psilocybin makes such treatment more akin to surgery than it does to the plodding laborintensive treatments that remain the mainstay of his profession i really dont think we have any models in psychiatry that look like the effects demonstrated in the two trials said griffiths something occurs and its repaired and its better going forward very plausibly for more than six months he added in that sense its a new model the publication of the two early trials in the journal of psychopharmacology marks an american return to research on the therapeutic use of hallucinogenic drugs after a hiatus of 50 years in the 1950s and 60s hallucinogenic drugs such as lysergic acid diethylamide lsd and psilocybin which is found naturally in certain mushrooms were widely used in us biomedical research and in psychotherapy practices but in 1966 as the psychedelic drugs gained a broad counterculture following in the united states the us government declared any use of the drugs illegal by the 1970s that ended all american research on their potential therapeutic benefits in recent years a small clutch of american researchers including the authors of the two new papers have argued that such prohibitions might be preventing the discovery of better treatments for widespread and pressing psychiatric problems including depression addiction and posttraumatic stress disorder ptsd with ptsd epidemic among us combat veterans and drug addiction a national scourge american officials have indicated a new willingness to allow research to proceed on psychedelic and other drugs long classified as having no legitimate medical use on tuesday the food and drug administration gave its blessing to conducting largescale clinical trials of an experimental medication 34methylenedioxymethamphetamine better known as the party drug ecstasy like lsd and psilocybin ecstasy appears to hold promise as an adjunct to psychotherapy in the treatment of ptsd if the resulting phase 3 trials of ecstasy demonstrate their effectiveness the next step could be fda approval of ecstasy as a prescription drug advertisement the newly published trials of psilocybin are not quite so far advanced both studies were considered phase 2 clinical trials in which the safety and dosing regimens of a potential medication are still being tested but both were considered to be doubleblind placebo trials the goldstandard of medical research in which subjects are left to guess whether they have gotten the active study drug or an inactive lookalike in one of the trials researchers used a very low dose of psilocybin much lower than that required to induce hallucinations as a placebo in the other they used the dietary supplement niacin in each trial all of the subjects got a high dose of psilocybin in one of two sessions so all in the end experienced the full effects of the drug all subjects in both trials had been diagnosed with cancer and with existential anxiety or depression resulting from the illness and the likelihood of an early death participants were extensively prepared for the expected effects of the psilocybin to minimize adverse reactions researchers closely monitored the subjects while they were under the influence of the drug or the placebo afterwards psychotherapists encouraged the subjects to write down and reflect upon the experience immediately after as well as five weeks after their first session subjects who got the psilocybin first looked much better than did those who got the placebo first a wide range of standardized measures of depression anxiety and quality of life showed that these subjects were less hopeless less demoralized and less anxious six months out 87 of those in the trial conducted at new york universitylangone reported their life satisfaction andor wellbeing had been improved by the experience in the larger of the two trials conducted at johns hopkins university psilocybin produced large and significant increases in measures of quality of life life meaning death acceptance and optimism effects that were sustained at six months psilocybins side effects meanwhile were pretty tame in the two trials about 15 of subjects experienced nausea or vomiting when getting a high dose and about 1 in 3 experienced some form of transient psychological discomfort many subjects heart rates and blood pressure rose but none to a dangerous extent the potential use of psilocybin in patients diagnosed with lifethreatening diseases comes at a moment when medical care at the end of life is a subject of growing concern among patients and physicians research finds its still common for dying patients to get painful and futile procedures palliative and hospice care both aimed at easing the discomfort of the seriously ill are growing specialties in american hospitals an increasing number of patients meanwhile are demanding the right to die with a physicians help as states debate these physicianassisted suicide bills they should consider the implications of finding an effective treatment for the existential distress of the dying said dr craig d blinderman a palliative care specialist at columbia university medical centernew york presbyterian hospital advertisement it would seem to me before we get to that point we should explore approaches like psilocybin and hopefully not consider physicianassisted suicide as their only option said blinderman who was not involved in either of the two studies published thursday but finding drugs like psilocybin effective is by no means the final hurdle to their widespread availability none are currently in production and no forprofit pharmaceutical company would likely invest millions of dollars to bring to market a pill intended effectively for onetime use dr greer said that in addition to incubating the next generation of researchers to explore the healing effects of psychedelic compounds the new mexicobased heffter institute is pondering a future in which specialized psychiatric clinics have routine access to psilocybin for treating patients the institute is laying plans to scale up the production and distribution of a synthetic form of psilocybin that could make such treatments available at low cost to patients who could benefit from the drug he said melissahealy com follow me on twitter and like los angeles times science health on facebook more in science turn on tune in and get better experiments with embryos suggest ways to make 3parent ivf safer for babies plutos heavy heart may have led to depression seriously theres something in magic mushrooms thats shown to ease anxiety and depression in cancer patients in one dose
